,ID_VANO,RECONSTRUCCION,FLAG,NUM_CONDUCTORES,NUM_CONDUCTORES_FIABLE,CONFIG_CONDUCTORES,COMPLETITUD,PORCENTAJE_HUECOS,ERROR_POLILINEA,ERROR_CATENARIA
0,G_13645821_13645987,Posible,good_fit,3,True,0,full0,49.17327523724884,2.7836758399656367,1.0573190042271805
1,G_13645776_13645990,Imposible,bad_cond_number,0,False,None,None,0.0,0.0,0.0
2,G_13645684_13645777,Posible,good_fit,3,True,0,full0,48.49968474386441,2.357470097883874,1.2803965945389943
3,G_13615863_13645824,Posible,good_fit,3,True,0,full0,45.89224021991884,0.8176303813523781,0.506595395594357
4,G_13645732_13645823,Posible,good_fit,3,True,0,full0,48.528401756099925,2.718405803624567,0.21450585193089025
5,G_13499432_13645947,Imposible,bad_cond_number,0,False,None,None,0.0,0.0,0.0
6,G_13645686_13645952,Posible,good_fit,3,True,0,full0,48.30792693573827,1.2391112648369982,0.6955189601574445
7,G_13037116_13511437,Imposible,bad_cond_number,0,False,None,None,0.0,0.0,0.0
8,G_13618881_13645690,Posible,no_vertices,3,True,0,full0,50.0,0.0,0.39886052855977594
9,G_13645790_13645962,Posible,no_vertices,3,True,0,full1,50.0,0.0,0.3035840022422107
10,G_13645744_13645920,Posible,good_fit,3,True,0,full0,47.46842940138624,0.4647243895707029,0.25508972310280487
11,G_13645844_13645888,Posible,good_fit,3,True,0,full0,48.829364439701344,0.5975780461329223,0.3669832470738165
12,G_13645647_13645791,Posible,good_fit,3,True,0,full1,48.509931448590805,2.6593681719287017,0.7020518448077558
13,G_13645750_13645842,Posible,good_fit,3,True,0,full0,48.71624960895529,1.5873289912995132,0.8693153698438604
14,G_13645707_13645750,Imposible,bad_cond_number,0,False,None,None,0.0,0.0,0.0
15,G_13645718_13645899,Posible,good_fit,3,True,0,full0,47.475864961095745,2.776020769953563,0.8091601107871933
16,G_13645765_13645809,Posible,good_fit,3,True,0,full0,46.81090227239235,1.0107716106191347,0.8977789411514152
17,G_13645665_13645719,Posible,good_fit,3,True,0,full0,48.49291829252448,1.0597758740567162,0.7602265402875247
18,G_13088932_13645854,Posible,good_fit,3,True,0,full0,48.640189108147474,1.5442767925735297,0.9254754156915445
19,G_13145989_13645938,Posible,good_fit,3,True,0,full0,48.15104485758044,2.4090336250780355,1.3257903708618315
20,G_13645721_13645813,Posible,good_fit,3,True,0,full0,47.613597934595646,2.310631930552784,1.3588592252509357
21,G_13645767_13645812,Posible,good_fit,3,True,0,full1,47.32765827810905,2.6552848743413424,0.6316962499604611
22,G_13645817_13645977,Posible,good_fit,3,True,0,full0,48.27063626005492,1.0049566225480875,0.6744904355784291
23,G_13645668_13645817,Posible,no_vertices,3,True,0,full0,50.0,0.0,0.45541773030515903
24,G_13645771_13645980,Posible,good_fit,3,True,0,full1,48.59403307354907,2.7461657841964406,0.9950056621710962
25,G_13645819_13645906,Posible,good_fit,3,True,0,full0,48.79188821761412,1.8353658291912163,1.011872526248083
26,G_13645819_13645981,Posible,good_fit,3,True,0,full0,48.74211541893123,1.6951691289938091,0.815994667506764
27,G_13645981_13645982,Posible,good_fit,3,True,0,full0,48.780933275256565,1.8252385739497443,1.0493996035150612
28,G_13645776_13645989,Posible,good_fit,3,True,0,full0,48.352959895945474,0.8886168210762072,0.3801755749537742
29,G_13645683_13645951,Posible,good_fit,3,True,0,full0,49.27201997979949,2.764595703647178,1.2692510699601616
30,G_13645681_13645867,Posible,good_fit,3,True,0,full0,47.98067065419982,2.8899081557043353,0.18766587965893122
31,G_13645733_13645868,Posible,good_fit,3,True,0,full1,48.36159458095225,2.374142349846872,1.2875386464815484
32,G_13645738_13645781,Posible,good_fit,3,True,0,full0,49.08584597019523,2.6604088273878137,0.6337981837140432
33,G_13645687_13645874,Posible,good_fit,3,True,0,full0,47.98104365344957,2.4191131240555106,1.1639909236882524
34,G_13645737_13645873,Posible,good_fit,3,True,0,partially incomplete3,48.41542290059823,1.6602114315361556,1.080092010870463
35,G_13511437_13511438,Posible,good_fit,3,True,0,full0,47.58663373046963,0.5206883639927242,0.527800260223781
36,G_13645910_13645956,Imposible,bad_cluster,3,False,0,full0,0.0,0.0,0.0
37,G_13645695_13645696,Posible,good_fit,3,True,0,full0,48.46934183505886,1.1637978830767468,0.7721735469374611
38,G_13597802_13645916,Posible,good_fit,3,True,0,full0,48.4010249012889,1.0346870455864254,0.6700525044786596
39,G_13645947_13645992,Imposible,bad_cond_number,0,False,None,None,0.0,0.0,0.0
40,G_13645661_13645713,Imposible,bad_backings,0,False,None,None,0.0,0.0,0.0
41,G_13645798_13645842,Posible,good_fit,3,True,0,full1,47.73510653955001,1.0759085767656573,0.7633742852238042
42,G_13645720_13645855,Posible,good_fit,3,True,0,partially incomplete2,48.11042860682795,0.6119566519979452,0.9920048504973583
43,G_13645809_13645810,Posible,good_fit,3,True,0,full0,47.41956033622437,0.5822483921456985,0.3128521607074184
44,G_13645722_13645939,Posible,good_fit,3,True,0,full0,48.38936344154189,1.1097360431236327,0.7324787527031049
45,G_13645816_13645900,Posible,good_fit,3,True,0,full0,48.90589029412734,2.173166977876099,1.2945620917703078
46,G_13645772_13645944,Posible,good_fit,3,True,0,full0,49.06834070747675,2.7803716486777534,1.0057807512060188
47,G_13645821_13645862,Posible,good_fit,3,False,1,partially incomplete7,39.03730825987719,2.2595612055130943,0.8512902521379988
