,ID_VANO,RECONSTRUCCION,FLAG,NUM_CONDUCTORES,NUM_CONDUCTORES_FIABLE,CONFIG_CONDUCTORES,COMPLETITUD,PORCENTAJE_HUECOS,ERROR_POLILINEA,ERROR_CATENARIA
50,G_13645947_13645993,Posible,good_fit,3,True,0,full0,48.83137673415558,2.7151510089546087,1.3270019900166474
51,G_13645909_13645950,Posible,no_vertices,3,True,0,full0,50.0,0.0,0.829671216664723
52,G_13645688_13645781,Posible,good_fit,3,True,0,full0,48.95982346319406,2.798034587367517,1.0681727592774641
53,G_13037123_13645874,Posible,good_fit,3,True,0,full0,48.658139318777785,2.332815557449343,1.221946242916579
54,G_13645954_13645956,Posible,good_fit,3,True,0,full0,48.26580446426373,2.1517415950526417,0.45112792559012116
55,G_13645954_13645996,Posible,good_fit,3,True,0,full1,47.63280264233294,2.7232225074510032,0.5375311898868838
56,G_13645875_13645996,Posible,good_fit,3,True,0,full0,48.678355737999944,2.7431730552591564,0.47629982082685296
57,G_13645641_13645642,Posible,good_fit,3,True,0,full0,47.69997595747379,0.8892609447183512,0.5991583759596902
58,G_13645696_13645697,Posible,good_fit,3,True,0,full0,49.07556282131767,1.5366762226478172,0.8701069299755886
59,G_13645862_13645986,Imposible,empty_conductor,0,False,0,incomplete6,0.0,0.0,0.0
60,G_13645872_13645952,Posible,good_fit,3,True,0,full0,49.01189112614663,1.5712832045945628,0.8456874839421676
61,G_13645712_13645761,Imposible,bad_backings,0,False,None,None,0.0,0.0,0.0
62,G_13645752_13645888,Posible,good_fit,3,True,0,full0,49.032700477525644,0.6182286531752853,0.2768261437643179
63,G_13645843_13645927,Posible,good_fit,3,True,0,full0,48.736039369587424,0.6013152767791089,0.540646554664117
64,G_13645899_13645974,Posible,good_fit,3,True,0,full0,48.734914048599016,2.764148037661947,0.912934784267323
65,G_13645799_13645843,Posible,good_fit,3,True,0,full0,48.69290347494501,0.7787598944390358,0.5653665836570483
66,G_13645767_13645813,Posible,good_fit,3,True,0,full0,48.206564764589814,2.3398452143126316,1.3107863627359102
67,G_13088936_13645722,Posible,good_fit,3,True,0,full0,48.538769906638855,1.8853352299289357,0.4057747410658302
68,G_13645943_13645980,Posible,good_fit,3,True,0,full0,48.67259903200136,2.6816225746123123,0.8582117734221897
69,G_13088932_13149467,Posible,no_vertices,3,True,0,partially incomplete5,50.0,0.0,1.2247207736740513
70,G_13645727_13645987,Posible,good_fit,3,True,0,full0,48.4435228398473,2.746921086741556,0.8292772287304021
71,G_13645681_13645775,Posible,good_fit,3,True,0,full0,48.650226326161565,2.750251433556738,0.10406751995043394
72,G_13645681_13645990,Imposible,empty_conductor,0,False,0,incomplete9,0.0,0.0,0.0
73,G_13645731_13645989,Posible,good_fit,3,True,0,full0,47.978379667317334,0.3249724327969125,0.17435304250457212
74,G_13037116_13645688,Posible,good_fit,3,True,0,full0,48.805713295456506,2.5780354463430792,0.5594799656770464
75,G_13645873_13645953,Posible,good_fit,3,True,0,full0,48.174378698491644,1.2030843539169245,0.7281968909351489
76,G_13645686_13645953,Posible,good_fit,3,True,0,full0,48.41475745220092,1.1683616562947987,0.700337468324458
77,G_13037116_13645875,Posible,no_vertices,3,True,0,full0,50.0,0.0,0.6710620153721242
